domain,keyword_combinations,predefined_title,predefined_answer,severity_tier,action_url
mental_health,i feel completely exhausted tired and drained from chronic burnout and fatigue or i feel deeply depressed sad unmotivated and empty inside my room or i am physically collapsing from stress and i cannot cope with reality anymore,Acute Panic Attack Somatic Override (Ref: P-914),"-> Clinical Insight: Somatic hyper-arousal signals a false survival panic loop within your nervous pathways.
-> Psychological Exercise: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.
-> Actionable Next Step: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.",1,https://university.edu/support/mental_health
relationships,i am feeling left out ghosted and rejected by someone i deeply care about or i feel rejected by my close friends group and the distance is making me sad or i just went through a terrible breakup and i feel completely lonely and isolated,Interpersonal Conflict Resolution (Ref: P-915),"-> Clinical Insight: Interpersonal conflict destabilizes primary social safety nets, immediately activating attachment panic.
-> Psychological Exercise: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.
-> Actionable Next Step: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'",1,https://university.edu/support/relationships
psychology,i am completely panicking about my upcoming midterm exam or i am obsessed with my cgpa calculation and perfectionist expectations are killing me or i cannot focus on my studies because i feel like an academic imposter who will fail,Performance Anxiety Regulation (Ref: P-916),"-> Clinical Insight: High-stakes academic evaluation creates cognitive interference, temporarily lowering working memory capacity.
-> Psychological Exercise: Somatic Grounding: Use the 5-4-3-2-1 technique. Force visual focus onto 5 distinct room objects.
-> Actionable Next Step: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.",2,https://university.edu/support/psychology
mental_health,i feel deeply depressed sad unmotivated and empty inside my room or everything is spinning and i feel completely detached from my physical body or i cannot sleep at all because my mind is racing with bad nightmares and insomnia,Nervous System De-escalation Protocol (Ref: P-917),"-> Clinical Insight: Somatic hyper-arousal signals a false survival panic loop within your nervous pathways.
-> Psychological Exercise: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.
-> Actionable Next Step: Progressive Muscle Relaxation (PMR): Tense your foot muscles for 5 seconds, release completely, then work upward through your limbs.",1,https://university.edu/support/mental_health
relationships,my girlfriend lied to me and i have severe trust issues and jealousy problems or i am feeling left out ghosted and rejected by someone i deeply care about or dealing with extreme family friction and my parents are constantly judging me,Relational Attachment Anxiety Management (Ref: P-918),"-> Clinical Insight: Defensive posturing during an argument stems from an internal need to protect oneself from perceived emotional rejection.
-> Psychological Exercise: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.
-> Actionable Next Step: Core Fact Isolation: Write down the raw, objective facts of your relationship argument on paper, separating them from emotional theories.",1,https://university.edu/support/relationships
psychology,i am stressed about failing this final presentation and viva tomorrow or i am completely panicking about my upcoming midterm exam or i feel like i am about to collapse from academic stress,Performance Anxiety Regulation (Ref: P-919),"-> Clinical Insight: Tying personal human value to numerical GPA metrics triggers severe evolutionary threat responses.
-> Psychological Exercise: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.
-> Actionable Next Step: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.",2,https://university.edu/support/psychology
mental_health,i feel completely numb isolated from everyone and i keep crying for no reason or my chest is tight and i am hyperventilating shaking and panicking right now or brain fog is making it impossible to stay awake and i have zero energy left,Chronic Burnout Energy Balancing (Ref: P-920),"-> Clinical Insight: Chronic emotional and energetic burnout manifests when cognitive output outpaces regular restorative breaks.
-> Psychological Exercise: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.
-> Actionable Next Step: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.",2,https://university.edu/support/mental_health
relationships,misunderstanding with a friend has created a massive emotional distance between us or i am feeling left out ghosted and rejected by someone i deeply care about or i just went through a terrible breakup and i feel completely lonely and isolated,Communication Disconnection Reframe (Ref: P-921),"-> Clinical Insight: Interpersonal conflict destabilizes primary social safety nets, immediately activating attachment panic.
-> Psychological Exercise: Assertive Communication: Deploy strict 'I' statements. Reframe defensive remarks into: 'I feel disconnected right now.'
-> Actionable Next Step: Relational Timeout: Mutually agree to a conditional 10-minute pause if emotional dysregulation peaks.",1,https://university.edu/support/relationships
psychology,i am obsessed with my cgpa calculation and perfectionist expectations are killing me or scared of freezing up during my university examinations and ruining my career scores or i cannot focus on my studies because i feel like an academic imposter who will fail,Acute Academic Burnout Collapse (Ref: P-922),"-> Clinical Insight: High-stakes academic evaluation creates cognitive interference, temporarily lowering working memory capacity.
-> Psychological Exercise: Time Pacing: Apply the strict 25-minute Pomodoro focus block followed by a 5-minute break.
-> Actionable Next Step: Cognitive Reframing: Intentionally separate your human value from your test score snapshot.",1,https://university.edu/support/psychology
mental_health,i feel deeply depressed sad unmotivated and empty inside my room or i cannot sleep at all because my mind is racing with bad nightmares and insomnia or having an acute panic attack and my heart is racing so fast it scares me,Chronic Burnout Energy Balancing (Ref: P-923),"-> Clinical Insight: A nervous breakdown or feeling of collapse is your sympathetic nervous system firing an emergency shut-down signal due to prolonged, unmanaged hyper-arousal.
-> Psychological Exercise: Immediate Neural Brake: Drop your shoulders, unclench your jaw, and lengthen your exhale to 6 seconds to manually force your vagus nerve to slow your heart rate.
-> Actionable Next Step: Somatic Reset: Use Box Breathing. Inhale smoothly for 4 seconds, hold for 4, exhale for 4, and hold empty for 4.",2,https://university.edu/support/mental_health
